idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.927942064719296;2.3497588627775188,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,41,22,8,9,0,12,4,797395.9,765,19,3,15,1,0,6,0,0,1,2,2,0,3,9,9,7,6,2,0
WSG84;48.92812862397811;2.3524754574645197,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,264,117,51,44,10,51,15,4526189.9,5150,101,16,106,1,0,9,1,3,6,6,23,18.5,19.5,66,62,29,30,4,0
WSG84;48.92831511723889;2.3551920708201792,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,1,0,93066,12,5.4,2.4,1.5,0.3,1.2,0.9,191865.2,237.3,5.1,0.3,4.8,0,0.3,0.3,0,0,0.3,0.3,1.2,0.3,0.6,3.3,3,2.1,0.6,0.3,0
WSG84;48.92850154450092;2.357908702838163,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,143.5,57,13,21,7,33,5,3166013.9,3213,57,0,0,0,0,57,0,10,13,5,15,13.5,9,55,25,6,2,0,0
WSG84;48.92868790576345;2.3606253535121353,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,238,87,39,30,15,24,11,3410977.7,3401,76,11,82,0,4,1,0,0,16,6,12,19,9,75,39,34,22,4,2
WSG84;48.92887420102578;2.363342022835758,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,1067,415,158,167,63,76,74,16714353.9,20805,370,45,115,10,1,289,0,238,75.5,28.5,91.5,98.5,116,252,212,101,66,25,1
WSG84;48.92906043028716;2.366058710802704,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,1,0,93066,9,3.1,0.7,1.2,0.9,0.7,0.5,201983.6,254.8,2.4,0.7,0.7,0,1.9,0.5,0,0,1,0,0.2,1.4,1.4,1.2,2.1,1,0.5,0.2,0
WSG84;48.92961872205833;2.374208886500051,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,1,0,9306693027,1,0.3,0.1,0.1,0.1,0.2,0.1,17922.1,20.9,0.1,0.2,0.2,0,0,0.1,0,0,0.1,0,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0,0
WSG84;48.929543255213076;2.3467647176814297,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,1,0,93066,4,1.8,0.8,0.5,0.1,0.4,0.3,63955.1,79.1,1.7,0.1,1.6,0,0.1,0.1,0,0,0.1,0.1,0.4,0.1,0.2,1.1,1,0.7,0.2,0.1,0
WSG84;48.92972988823728;2.3494813904017064,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,199,86,31,35,8,16,15,3413082.3,4055,85,1,68,0,0,18,0,42,15,5,8,20,16,52,36,27,14,6,0
WSG84;48.92991645526153;2.35219808179957,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,1243.5,554,174,236,48,142,76,22923522.8,26090,541,13,328,95,15,114,2,45,79,29,64.5,85.5,82.5,375,252,129,105,27,15
WSG84;48.93010295628506;2.354914791868688,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,1157.5,474,150,182,53,155,61,21555251,24780,470,4,300,0,0,174,0,62,84.5,36,91,95,68,354,237,92,76,24,0
WSG84;48.93028939130716;2.35763152060272,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,1268.5,445,204,170,87,100,44,18297624.3,16749,415,30,134,33,7,271,0,211,98.5,39,128,183.5,55.5,239,240,133,98,16,38
WSG84;48.93047576032711;2.3603482679953314,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,1,0,93066,16,5.5,1.3,2.1,1.7,1.3,0.8,359081.9,453.1,4.2,1.3,1.3,0,3.4,0.8,0,0,1.7,0,0.4,2.5,2.5,2.1,3.8,1.7,0.9,0.4,0
WSG84;48.93066206334416;2.363065034040186,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,424.5,160,58,50,19,74,20,7066934.9,8591,123,37,105,1,5,49,0,0,21,13,30,42,20.5,118,96,36,36,5,7
WSG84;48.93084830035758;2.365781818730946,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,905.5,282,117,66,67,32,60,13558040.8,17531,245,37,68,8,2,201,3,203,49.5,24.5,84,121.5,66,158,159,102,100,24,17
WSG84;48.93140661536884;2.373932284615284,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,1,0,93066,6,1.8,0.8,0.4,0.4,1,0.4,107532.9,125.6,0.8,1,1,0.1,0.1,0.6,0,0.2,0.2,0.1,0.5,0.7,0.7,1.2,1.3,0.6,0.6,0.1,0
WSG84;48.93159258836048;2.376649143826289,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,1,0,9306693027,71.5,21.7,9.2,4.2,4.2,11.7,4.2,1281433.3,1496.9,9.2,12.5,11.7,1.6,1.7,6.7,0,2.5,2.5,0.8,6.7,7.9,8.4,14.2,15.9,6.7,6.7,1.7,0
WSG84;48.930957589140704;2.3410536404725972,CRS3035RES1000mN2897000E3760000,CRS3035RES1000mN2897000E3760000,0,0,9306693039,873,241,166,63,71,0,20,8673979.7,3904,241,0,0,4,0,237,0,195,30,13,74,148,34,67,121,127,105,10,144
WSG84;48.93114436193684;2.3437703725303787,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,36,16,12,6,2,0,5,357440,753,16,0,0,0,0,16,0,16,2,4,4,3,3,5,12,3,0,0,0
WSG84;48.93133106873181;2.34648712328102,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,24,12,2,7,1,0,2,382261.6,452,12,0,5,0,1,6,0,0,1,1,1,1,3,5,4,8,0,0,0
WSG84;48.93151770952483;2.349203892718176,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,1069,479,147,211,38,169,52,20401225.3,23196,463,16,301,13,0,154,11,6,76.5,39,76.5,68,54,361,217,90,72,13,2
WSG84;48.93170428431522;2.3519206808355126,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,309,167,56,89,5,54,23,5720556.3,7234,163,4,155,0,0,12,0,3,18,11.5,20,8.5,18,109,64,26,25,9,0
WSG84;48.93189079310225;2.3546374876266984,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,710.5,341,99,145,21,112,41,14369349.1,16005,333,8,278,11,6,43,3,4,46,8.5,45.5,37.5,39,250,149,52,59,24,0
WSG84;48.93207723588514;2.3573543130853913,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,453.5,222,59,108,13,99,29,9079600.8,10422,210,12,157,0,30,35,0,0,26,17,27,21.5,19,141,101,42,47,12,0
WSG84;48.932263612663206;2.3600711572052577,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,40,20,1,12,2,0,0,980795.2,1324,20,0,17,0,0,3,0,0,1,0,1,6,2,5,17,8,0,0,0
WSG84;48.932636168201924;2.3655049014031486,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,527.5,201,82,84,33,45,30,8219456.6,10119,186,15,43,72,24,62,0,65,28.5,17.5,42,40.5,46,142,99,36,46,14,16
WSG84;48.93282234696109;2.3682218014684975,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,864.5,293,95,83,60,34,73,14120356.2,17478,293,0,0,65,0,228,0,212,64.5,30,84,103,72,185,143,92,57,27,7
WSG84;48.933008459712504;2.370938720169666,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,0,0,93066,432.5,141,46,40,28,0,29,6821538.4,8610,141,0,0,141,0,0,0,141,30,11,37,64.5,32,77,72,54,44,9,2
WSG84;48.93319450645544;2.3736556575003127,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,1,0,93066,7,2.1,0.9,0.4,0.4,1.1,0.4,125455,146.5,0.9,1.2,1.1,0.2,0.2,0.6,0,0.2,0.2,0.1,0.6,0.8,0.8,1.4,1.6,0.6,0.7,0.2,0
WSG84;48.933380487189176;2.376372613454098,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,0,0,93066,203.5,70,12,19,12,47,6,4861203.4,5439,17,53,41,8,12,9,0,0,10,6,10,21.5,15,31,40,28,29,13,0
WSG84;48.933566401912955;2.379089588024682,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,0,0,93066,150.5,56,13,13,5,32,3,3208969.6,4007,14,42,28,17,3,7,1,0,6,3,7,7.5,11,32,29,25,20,10,0
WSG84;48.93293216545246;2.3434926560874576,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,1,0,93066,175.5,80.5,16.3,41.6,4.5,25.3,9,3624424.1,3460.2,79.6,0.9,5.4,1.8,34.4,38.9,0,34.4,11.3,6.3,8.6,15.4,15.4,62.4,40.7,9.1,5.4,0.9,0
WSG84;48.93311888001965;2.346209503560991,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,1,0,93066,8,3.7,0.7,1.9,0.2,1.2,0.4,165215.9,157.7,3.6,0.1,0.2,0.1,1.6,1.8,0,1.6,0.5,0.3,0.4,0.7,0.7,2.8,1.9,0.4,0.3,0,0
WSG84;48.93330552858224;2.3489263697236407,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,695,287,61,99,31,158,31,15568194.2,18325,262,25,115,47,89,36,0,0,42,23,53,50,39,185,129,59,79,36,0
WSG84;48.933492111139515;2.351643254569065,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,1039.5,434,107,158,36,106,76,21014583.4,24559,422,12,90,263,23,58,0,238,52.5,49,80.5,109.5,44,208,244,104,106,34,8
WSG84;48.93367862769073;2.354360158090933,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,962.5,422,96,176,33,139,64,20259963.7,25248,414,8,213,4,77,125,3,118,63.5,25.5,57.5,64.5,74.5,252,197,98,94,27,9
WSG84;48.93386507823517;2.3570770802828966,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,155.5,62,22,18,8,21,12,2837257.6,3322,60,2,44,1,0,17,0,18,10,2,13,10.5,14,46,34,9,13,4,0
WSG84;48.93405146277209;2.3597940211386303,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,364,111,33,25,27,0,22,5784334.2,8897,110,1,1,0,109,0,1,109,17,15,37,45,35,67,65,51,24,8,0
WSG84;48.93423778130077;2.3625109806517823,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,391.5,125,42,33,26,1,22,5943193.3,8675,125,0,0,0,125,0,0,124,19.5,10,24,41,46,69,81,49,31,6,15
WSG84;48.93442403382048;2.365227958816024,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,115,56,18,24,3,24,7,2065171.5,2583,54,2,25,31,0,0,0,0,4,0,6,3,14,32,27,8,14,7,0
WSG84;48.934610220330484;2.367944955625009,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,1627.5,534,230,155,102,230,66,23704680.1,26374,533,1,15,282,0,236,1,170,100.5,51,135.5,185,102.5,329,297,190,105,28,104
WSG84;48.93479634083005;2.370661971072401,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898000E3763000,0,0,93066,523,180,40,46,29,0,41,8677295.2,10873,180,0,0,0,0,180,0,136,49,23,39.5,54.5,29,145,82,42,47,11,1
WSG84;48.934982395318464;2.3733790051518606,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898000E3763200,0,0,93066,138,101,17,75,1,2,11,2742914.8,3000,99,2,36,0,65,0,0,34,6,1,8.5,3.5,2,55,14,9,19,20,0
WSG84;48.935168383794974;2.3760960578570445,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898000E3763400,0,0,93066,227,67,18,16,17,43,8,4362987,5137,18,49,36,17,7,6,1,0,8,5,16,23,11,47,43,27,36,11,0
WSG84;48.93535430625888;2.3788131291816117,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898000E3763600,0,0,93066,125.5,39,10,5,8,25,4,2786204.1,2694,9,30,26,4,5,4,0,0,4,3,7.5,14,11,23,20,21,15,7,0
WSG84;48.93471996673679;2.343214914313015,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,557,199,40,56,33,21,30,10620571.6,12762,199,0,11,4,0,184,0,145,52,28,40,40,34,174,104,52,28,5,0
WSG84;48.93490668907694;2.3459318585180577,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,581,277,112,155,36,37,18,9817231.2,9964,273,4,130,4,0,141,2,92,38.5,18.5,33,25,64,255,75,39,26,7,0
WSG84;48.93509334540983;2.3486488214148142,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,1444.5,567,186,231,76,128,89,25077722.6,29894,557,10,209,2,52,304,0,269,94.5,45,142,146,84,353,315,151,81,18,15
WSG84;48.935279935734705;2.35136580299694,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,613.5,306,114,150,20,93,31,11112458.3,13246,287,19,234,20,10,41,1,0,38,14,32,29.5,37,219,137,57,45,5,0
WSG84;48.93546646005086;2.354082803258099,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,929,421,182,184,34,94,45,14834587.2,18351,418,3,321,17,20,62,1,8,62.5,38,47.5,66,76,289,193,78,69,10,0
WSG84;48.93565291835757;2.356799822191953,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,340.5,159,49,75,13,57,21,6388157.8,8626,158,1,78,0,8,72,1,2,31.5,11.5,17.5,26,17,89,72,28,40,8,0
WSG84;48.93583931065407;2.3595168597921643,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,1930,620,201,168,131,40,135,31567437.8,45295,620,0,0,0,423,188,9,553,114,48,191,268.5,144.5,347,389,216,151,32,29
WSG84;48.93602563693965;2.3622339160523893,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,625,244,73,96,35,7,49,10471857.5,15226,244,0,16,0,227,1,0,227,26,18.5,43.5,86.5,41.5,99,129,70,72,38,1
WSG84;48.93621189721359;2.3649509909662925,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,284,136,37,68,13,34,10,5448304.8,7795,95,41,0,0,49,87,0,85,18,5,9,11,36,98,41,25,37,4,0
WSG84;48.93639809147514;2.367668084527528,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,887.5,293,74,85,63,105,33,16442847.4,19445,212,81,37,91,42,122,1,101,57,37,94,87,73.5,197,178,88,62,14,0
WSG84;48.93658421972359;2.3703851967297616,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898200E3763000,0,0,93066,362,166,43,80,15,1,23,6444440.6,9629,165,1,13,153,0,0,0,153,15,8,19,40,24,63,83,53,43,14,0
WSG84;48.9367702819582;2.3731023275666465,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898200E3763200,0,0,93066,1728.5,720,270,320,84,3,121,26187338,36278,719,1,379,339,0,0,2,714,116,45,145,188.5,94,302,376,194,184,76,8
WSG84;48.93695627817825;2.3758194770318464,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898200E3763400,0,0,93066,177,65,12,18,12,46,6,3665897.4,4482,16,49,39,11,8,7,0,0,7,4,13,11,14,33,38,17,26,14,0
WSG84;48.93714220838298;2.3785366451190177,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898200E3763600,0,0,93066,207.5,79,11,25,15,55,5,4833392.2,5660,40,39,18,26,30,2,3,1,10,2.5,12,14,17,47,34,33,28,10,0
WSG84;48.93650776579016;2.3429371472037674,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,486.5,221,88,119,26,23,16,8499552.1,9433,221,0,0,0,0,219,2,168,48.5,22.5,32.5,33,71,199,62,10,8,0,0
WSG84;48.936694495904;2.3456541881489317,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,1059,468,133,203,40,158,57,19306317.7,22888,456,12,279,8,0,180,1,85,84.5,40,88.5,66,48,329,226,103,51,14,9
WSG84;48.9368811600079;2.3483712477884082,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,701,295,90,117,30,97,42,13061877,15304,288,7,182,33,0,80,0,60,63,24,43,55,39,211,159,48,46,13,0
WSG84;48.93706775810112;2.351088326115848,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,886.5,398,109,181,35,130,46,16939734.9,20845,392,6,328,7,24,38,1,3,62,28.5,59.5,58.5,61,278,175,81,61,22,0
WSG84;48.93725429018294;2.353805423124915,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,722.5,260,101,81,37,36,49,11774680.5,14495,252,8,144,2,76,38,0,69,58.5,23.5,69.5,60,43,187,147,73,51,9,1
WSG84;48.93744075625262;2.3565225388092705,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,629.5,234,77,88,42,23,31,10400685.8,13278,234,0,76,16,126,16,0,125,55.5,22,44,57,42,162,117,59,47,13,11
WSG84;48.937627156309446;2.359239673162578,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,1058.5,360,81,124,74,93,52,19217693,24437,357,3,75,0,5,280,0,210,62.5,44.5,102.5,123,87,205,202,130,76,26,0
WSG84;48.93781349035266;2.361956826178486,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,478.5,184,32,75,22,90,20,9912320.6,11230,166,18,5,22,0,157,0,60,42,16,30.5,61,34,128,99,39,27,2,0
WSG84;48.93799975838155;2.3646739978506686,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,155.5,72,1,31,3,64,6,4249721.6,4001,71,1,1,0,0,50,21,0,14,7,17,6.5,3,63,38,6,1,0,0
WSG84;48.93818596039538;2.3673911881727747,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,122,50,18,21,4,4,10,1930891.6,2728,46,4,2,41,6,1,0,39,6,4,11,10,7,24,27,15,11,7,0
WSG84;48.93855816637497;2.3728256247413952,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898400E3763200,0,0,93066,269,89,16,17,13,54,7,5202600.6,5804,26,63,57,12,11,6,3,0,12,3,10,27,23,33,73,36,43,9,0
WSG84;48.93874417033926;2.375542870975229,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898400E3763400,0,0,93066,137,48,5,10,6,38,5,3223100,4029,5,43,20,9,16,3,0,0,5,4,5,8,9,24,26,19,28,9,0
WSG84;48.93893010828558;2.3782601358336195,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898400E3763600,0,0,93066,279.5,94,20,16,17,73,5,6294525.1,7612,10,84,34,19,31,9,1,0,21,4,12,15.5,23,48,46,43,58,8,1
